id,gid,x,y,dir_x,dir_y,radius,time(s)
0,0,663,459,0,0,0,5.48
0,0,662,459,0,0,0,5.52
0,0,666,458,0,0,0,5.56
0,0,666,459,0,0,0,5.6
0,0,669,457,0,0,0,5.64
0,0,669,458,0,0,0,5.68
0,0,672,458,0,0,0,5.72
0,0,672,458,0,0,0,5.76
0,0,675,457,0,0,0,5.8
0,0,675,457,0,0,0,5.84
0,0,678,456,0,0,0,5.88
0,0,678,456,0,0,0,5.92
0,0,680,455,0,0,0,5.96
0,0,681,455,0,0,0,6
0,0,683,454,0,0,0,6.04
0,0,683,454,0,0,0,6.08
0,0,685,454,0,0,0,6.12
0,0,686,453,0,0,0,6.16
0,0,688,452,0,0,0,6.2
0,0,688,452,0,0,0,6.24
0,0,691,452,0,0,0,6.28
0,0,691,452,0,0,0,6.32
0,0,694,450,0,0,0,6.36
0,0,695,450,0,0,0,6.4
0,0,697,449,0,0,0,6.44
0,0,697,449,0,0,0,6.48
0,0,700,448,0,0,0,6.52
0,0,700,448,0,0,0,6.56
0,0,703,447,0,0,0,6.6
0,0,703,447,0,0,0,6.64
0,0,707,446,0,0,0,6.68
0,0,707,445,0,0,0,6.72
0,0,710,444,0,0,0,6.76
0,0,710,444,0,0,0,6.8
0,0,713,442,0,0,0,6.84
0,0,713,443,0,0,0,6.88
0,0,716,442,0,0,0,6.92
0,0,715,441,0,0,0,6.96
0,0,719,440,0,0,0,7
0,0,718,440,0,0,0,7.04
0,0,722,439,0,0,0,7.08
0,0,721,439,0,0,0,7.12
0,0,726,439,0,0,0,7.16
0,0,724,439,0,0,0,7.2
0,0,728,438,0,0,0,7.24
0,0,728,438,0,0,0,7.28
0,0,731,438,0,0,0,7.32
0,0,730,437,0,0,0,7.36
0,0,734,436,0,0,0,7.4
0,0,733,436,0,0,0,7.44
0,0,736,435,0,0,0,7.48
0,0,736,435,0,0,0,7.52
0,0,740,433,0,0,0,7.56
0,0,741,433,0,0,0,7.6
0,0,744,432,0,0,0,7.64
0,0,744,432,0,0,0,7.68
0,0,747,431,0,0,0,7.72
0,0,747,431,0,0,0,7.76
0,0,750,430,0,0,0,7.8
0,0,750,430,0,0,0,7.84
0,0,754,430,0,0,0,7.88
0,0,754,430,0,0,0,7.92
0,0,757,429,0,0,0,7.96
0,0,758,429,0,0,0,8
0,0,761,429,0,0,0,8.04
0,0,761,429,0,0,0,8.08
0,0,765,428,0,0,0,8.12
0,0,765,428,0,0,0,8.16
0,0,768,427,0,0,0,8.2
0,0,768,427,0,0,0,8.24
0,0,772,426,0,0,0,8.28
0,0,771,426,0,0,0,8.32
0,0,775,426,0,0,0,8.36
0,0,775,426,0,0,0,8.4
0,0,778,424,0,0,0,8.44
0,0,778,425,0,0,0,8.48
0,0,781,423,0,0,0,8.52
0,0,781,423,0,0,0,8.56
0,0,785,423,0,0,0,8.6
0,0,784,423,0,0,0,8.64
0,0,788,422,0,0,0,8.68
0,0,788,422,0,0,0,8.72
0,0,791,421,0,0,0,8.76
0,0,791,421,0,0,0,8.8
0,0,794,419,0,0,0,8.84
0,0,795,419,0,0,0,8.88
0,0,797,418,0,0,0,8.92
0,0,797,418,0,0,0,8.96
0,0,801,417,0,0,0,9
0,0,800,416,0,0,0,9.04
0,0,804,416,0,0,0,9.08
0,0,803,415,0,0,0,9.12
0,0,807,414,0,0,0,9.16
0,0,807,414,0,0,0,9.2
0,0,809,412,0,0,0,9.24
0,0,809,412,0,0,0,9.28
0,0,814,410,0,0,0,9.32
0,0,813,409,0,0,0,9.36
0,0,816,409,0,0,0,9.4
0,0,816,408,0,0,0,9.44
0,0,819,407,0,0,0,9.48
0,0,819,407,0,0,0,9.52
0,0,822,406,0,0,0,9.56
0,0,822,406,0,0,0,9.6
0,0,825,405,0,0,0,9.64
0,0,825,405,0,0,0,9.68
0,0,828,404,0,0,0,9.72
0,0,829,404,0,0,0,9.76
0,0,832,403,0,0,0,9.8
0,0,832,403,0,0,0,9.84
0,0,835,403,0,0,0,9.88
0,0,835,403,0,0,0,9.92
0,0,839,402,0,0,0,9.96
0,0,839,402,0,0,0,10
0,0,842,401,0,0,0,10.04
0,0,842,401,0,0,0,10.08
0,0,846,400,0,0,0,10.12
0,0,846,400,0,0,0,10.16
0,0,850,400,0,0,0,10.2
0,0,849,400,0,0,0,10.24
0,0,852,400,0,0,0,10.28
0,0,852,400,0,0,0,10.32
0,0,855,399,0,0,0,10.36
0,0,856,399,0,0,0,10.4
0,0,860,399,0,0,0,10.44
0,0,860,398,0,0,0,10.48
0,0,863,398,0,0,0,10.52
0,0,863,398,0,0,0,10.56
0,0,867,398,0,0,0,10.6
0,0,867,398,0,0,0,10.64
0,0,870,398,0,0,0,10.68
0,0,871,398,0,0,0,10.72
0,0,874,398,0,0,0,10.76
0,0,873,398,0,0,0,10.8
0,0,877,398,0,0,0,10.84
0,0,877,398,0,0,0,10.88
0,0,880,398,0,0,0,10.92
0,0,880,398,0,0,0,10.96
0,0,884,397,0,0,0,11
0,0,884,397,0,0,0,11.04
0,0,888,396,0,0,0,11.08
0,0,888,397,0,0,0,11.12
0,0,891,396,0,0,0,11.16
0,0,892,396,0,0,0,11.2
0,0,895,395,0,0,0,11.24
0,0,895,396,0,0,0,11.28
0,0,899,394,0,0,0,11.32
0,0,898,394,0,0,0,11.36
0,0,901,394,0,0,0,11.4
0,0,901,394,0,0,0,11.44
0,0,905,393,0,0,0,11.48
0,0,905,393,0,0,0,11.52
0,0,908,392,0,0,0,11.56
0,0,909,392,0,0,0,11.6
0,0,912,391,0,0,0,11.64
0,0,912,390,0,0,0,11.68
0,0,916,388,0,0,0,11.72
0,0,916,389,0,0,0,11.76
0,0,920,387,0,0,0,11.8
0,0,920,387,0,0,0,11.84
0,0,923,386,0,0,0,11.88
0,0,924,386,0,0,0,11.92
0,0,928,384,0,0,0,11.96
0,0,928,385,0,0,0,12
0,0,931,384,0,0,0,12.04
0,0,930,383,0,0,0,12.08
0,0,934,382,0,0,0,12.12
0,0,934,382,0,0,0,12.16
0,0,937,382,0,0,0,12.2
0,0,937,382,0,0,0,12.24
0,0,941,381,0,0,0,12.28
0,0,940,381,0,0,0,12.32
0,0,944,381,0,0,0,12.36
0,0,945,381,0,0,0,12.4
0,0,948,381,0,0,0,12.44
0,0,948,380,0,0,0,12.48
0,0,952,380,0,0,0,12.52
0,0,952,381,0,0,0,12.56
0,0,955,380,0,0,0,12.6
0,0,955,380,0,0,0,12.64
0,0,958,380,0,0,0,12.68
0,0,959,380,0,0,0,12.72
0,0,962,380,0,0,0,12.76
0,0,962,380,0,0,0,12.8
0,0,966,379,0,0,0,12.84
0,0,966,379,0,0,0,12.88
0,0,969,378,0,0,0,12.92
0,0,969,379,0,0,0,12.96
0,0,973,379,0,0,0,13
0,0,972,379,0,0,0,13.04
0,0,976,378,0,0,0,13.08
0,0,976,378,0,0,0,13.12
0,0,979,378,0,0,0,13.16
0,0,979,378,0,0,0,13.2
0,0,983,378,0,0,0,13.24
0,0,983,378,0,0,0,13.28
0,0,986,379,0,0,0,13.32
0,0,987,379,0,0,0,13.36
0,0,990,378,0,0,0,13.4
0,0,990,378,0,0,0,13.44
0,0,993,378,0,0,0,13.48
0,0,993,379,0,0,0,13.52
0,0,997,379,0,0,0,13.56
0,0,996,379,0,0,0,13.6
0,0,1000,378,0,0,0,13.64
0,0,999,378,0,0,0,13.68
0,0,1003,378,0,0,0,13.72
0,0,1003,378,0,0,0,13.76
0,0,1006,378,0,0,0,13.8
0,0,1006,377,0,0,0,13.84
0,0,1009,377,0,0,0,13.88
0,0,1009,377,0,0,0,13.92
0,0,1013,376,0,0,0,13.96
0,0,1013,376,0,0,0,14
0,0,1014,376,0,0,0,14.04
0,0,1015,376,0,0,0,14.08
0,0,1018,375,0,0,0,14.12
0,0,1018,375,0,0,0,14.16
0,0,1022,374,0,0,0,14.2
0,0,1023,374,0,0,0,14.24
0,0,1025,373,0,0,0,14.28
0,0,1026,373,0,0,0,14.32
0,0,1028,372,0,0,0,14.36
0,0,1029,372,0,0,0,14.4
0,0,1032,371,0,0,0,14.44
0,0,1032,370,0,0,0,14.48
0,0,1036,370,0,0,0,14.52
0,0,1036,370,0,0,0,14.56
0,0,1039,369,0,0,0,14.6
0,0,1040,369,0,0,0,14.64
0,0,1043,369,0,0,0,14.68
0,0,1042,368,0,0,0,14.72
0,0,1046,368,0,0,0,14.76
0,0,1047,368,0,0,0,14.8
0,0,1050,367,0,0,0,14.84
0,0,1050,368,0,0,0,14.88
0,0,1054,368,0,0,0,14.92
0,0,1054,368,0,0,0,14.96
0,0,1057,367,0,0,0,15
0,0,1058,368,0,0,0,15.04
0,0,1060,367,0,0,0,15.08
0,0,1060,367,0,0,0,15.12
0,0,1065,367,0,0,0,15.16
0,0,1064,367,0,0,0,15.2
0,0,1068,366,0,0,0,15.24
0,0,1067,366,0,0,0,15.28
0,0,1071,366,0,0,0,15.32
0,0,1071,366,0,0,0,15.36
0,0,1074,366,0,0,0,15.4
0,0,1074,366,0,0,0,15.44
0,0,1077,365,0,0,0,15.48
0,0,1077,365,0,0,0,15.52
0,0,1081,365,0,0,0,15.56
0,0,1081,365,0,0,0,15.6
0,0,1084,364,0,0,0,15.64
0,0,1084,365,0,0,0,15.68
0,0,1087,365,0,0,0,15.72
0,0,1087,364,0,0,0,15.76
0,0,1091,365,0,0,0,15.8
0,0,1091,365,0,0,0,15.84
0,0,1095,365,0,0,0,15.88
0,0,1095,365,0,0,0,15.92
0,0,1099,365,0,0,0,15.96
0,0,1099,365,0,0,0,16
0,0,1102,364,0,0,0,16.04
0,0,1102,364,0,0,0,16.08
0,0,1106,364,0,0,0,16.12
0,0,1105,364,0,0,0,16.16
0,0,1109,363,0,0,0,16.2
0,0,1109,364,0,0,0,16.24
0,0,1112,364,0,0,0,16.28
0,0,1113,363,0,0,0,16.32
0,0,1115,363,0,0,0,16.36
0,0,1116,362,0,0,0,16.4
0,0,1119,362,0,0,0,16.44
0,0,1119,362,0,0,0,16.48
0,0,1122,362,0,0,0,16.52
0,0,1122,362,0,0,0,16.56
0,0,1125,361,0,0,0,16.6
0,0,1125,361,0,0,0,16.64
0,0,1128,360,0,0,0,16.68
0,0,1128,360,0,0,0,16.72
0,0,1130,359,0,0,0,16.76
0,0,1131,359,0,0,0,16.8
0,0,1133,358,0,0,0,16.84
0,0,1133,358,0,0,0,16.88
0,0,1137,356,0,0,0,16.92
0,0,1136,357,0,0,0,16.96
0,0,1140,356,0,0,0,17
0,0,1140,356,0,0,0,17.04
0,0,1143,355,0,0,0,17.08
0,0,1143,355,0,0,0,17.12
0,0,1145,354,0,0,0,17.16
0,0,1145,354,0,0,0,17.2
0,0,1149,354,0,0,0,17.24
0,0,1148,353,0,0,0,17.28
0,0,1152,353,0,0,0,17.32
0,0,1152,353,0,0,0,17.36
0,0,1155,353,0,0,0,17.4
0,0,1155,353,0,0,0,17.44
0,0,1157,352,0,0,0,17.48
0,0,1158,352,0,0,0,17.52
0,0,1160,352,0,0,0,17.56
0,0,1161,352,0,0,0,17.6
0,0,1162,352,0,0,0,17.64
0,0,1163,352,0,0,0,17.68
0,0,1166,352,0,0,0,17.72
0,0,1165,352,0,0,0,17.76
0,0,1168,352,0,0,0,17.8
0,0,1168,352,0,0,0,17.84
0,0,1171,352,0,0,0,17.88
0,0,1171,352,0,0,0,17.92
0,0,1174,352,0,0,0,17.96
0,0,1174,352,0,0,0,18
0,0,1176,352,0,0,0,18.04
0,0,1177,353,0,0,0,18.08
0,0,1179,353,0,0,0,18.12
0,0,1179,353,0,0,0,18.16
0,0,1183,354,0,0,0,18.2
0,0,1182,354,0,0,0,18.24
0,0,1186,354,0,0,0,18.28
0,0,1185,354,0,0,0,18.32
0,0,1189,356,0,0,0,18.36
0,0,1189,355,0,0,0,18.4
1,1,866,331,0,0,0,0
1,1,862,331,0,0,0,0.04
1,1,862,332,0,0,0,0.08
1,1,858,333,0,0,0,0.12
1,1,860,333,0,0,0,0.16
1,1,855,333,0,0,0,0.2
1,1,855,333,0,0,0,0.24
1,1,852,334,0,0,0,0.28
1,1,852,334,0,0,0,0.32
1,1,848,334,0,0,0,0.36
1,1,849,335,0,0,0,0.4
1,1,846,335,0,0,0,0.44
1,1,846,336,0,0,0,0.48
1,1,843,338,0,0,0,0.52
1,1,843,338,0,0,0,0.56
1,1,839,339,0,0,0,0.6
1,1,840,339,0,0,0,0.64
1,1,838,340,0,0,0,0.68
1,1,837,340,0,0,0,0.72
1,1,834,339,0,0,0,0.76
1,1,833,339,0,0,0,0.8
1,1,831,341,0,0,0,0.84
1,1,831,341,0,0,0,0.88
1,1,829,343,0,0,0,0.92
1,1,829,343,0,0,0,0.96
1,1,825,344,0,0,0,1
1,1,825,344,0,0,0,1.04
1,1,823,346,0,0,0,1.08
1,1,823,346,0,0,0,1.12
1,1,820,347,0,0,0,1.16
1,1,821,348,0,0,0,1.2
1,1,819,350,0,0,0,1.24
1,1,818,350,0,0,0,1.28
1,1,815,351,0,0,0,1.32
1,1,815,351,0,0,0,1.36
1,1,812,353,0,0,0,1.4
1,1,812,352,0,0,0,1.44
1,1,809,356,0,0,0,1.48
1,1,809,355,0,0,0,1.52
1,1,807,357,0,0,0,1.56
1,1,807,357,0,0,0,1.6
1,1,804,359,0,0,0,1.64
1,1,805,359,0,0,0,1.68
1,1,802,361,0,0,0,1.72
1,1,803,362,0,0,0,1.76
1,1,799,363,0,0,0,1.8
1,1,799,364,0,0,0,1.84
1,1,797,365,0,0,0,1.88
1,1,798,366,0,0,0,1.92
1,1,795,368,0,0,0,1.96
1,1,795,369,0,0,0,2
1,1,792,369,0,0,0,2.04
1,1,792,369,0,0,0,2.08
1,1,789,371,0,0,0,2.12
1,1,789,371,0,0,0,2.16
1,1,787,372,0,0,0,2.2
1,1,787,372,0,0,0,2.24
1,1,784,375,0,0,0,2.28
1,1,784,375,0,0,0,2.32
1,1,783,379,0,0,0,2.36
1,1,783,379,0,0,0,2.4
1,1,781,382,0,0,0,2.44
1,1,781,383,0,0,0,2.48
1,1,777,382,0,0,0,2.52
1,1,777,382,0,0,0,2.56
1,1,774,383,0,0,0,2.6
1,1,775,384,0,0,0,2.64
1,1,773,389,0,0,0,2.68
1,1,773,388,0,0,0,2.72
1,1,770,389,0,0,0,2.76
1,1,771,390,0,0,0,2.8
1,1,769,392,0,0,0,2.84
1,1,769,392,0,0,0,2.88
1,1,768,396,0,0,0,2.92
1,1,768,395,0,0,0,2.96
1,1,766,398,0,0,0,3
1,1,766,398,0,0,0,3.04
1,1,763,399,0,0,0,3.08
1,1,763,399,0,0,0,3.12
1,1,760,400,0,0,0,3.16
1,1,760,400,0,0,0,3.2
1,1,760,403,0,0,0,3.24
1,1,759,403,0,0,0,3.28
1,1,758,406,0,0,0,3.32
1,1,758,405,0,0,0,3.36
1,1,756,407,0,0,0,3.4
1,1,755,407,0,0,0,3.44
1,1,755,409,0,0,0,3.48
1,1,755,410,0,0,0,3.52
1,1,754,412,0,0,0,3.56
1,1,753,412,0,0,0,3.6
1,1,752,414,0,0,0,3.64
1,1,752,414,0,0,0,3.68
1,1,751,417,0,0,0,3.72
1,1,750,417,0,0,0,3.76
1,1,749,420,0,0,0,3.8
1,1,749,420,0,0,0,3.84
1,1,747,423,0,0,0,3.88
1,1,747,422,0,0,0,3.92
1,1,746,425,0,0,0,3.96
1,1,746,425,0,0,0,4
1,1,745,429,0,0,0,4.04
1,1,744,429,0,0,0,4.08
1,1,743,432,0,0,0,4.12
1,1,743,432,0,0,0,4.16
1,1,742,435,0,0,0,4.2
1,1,742,434,0,0,0,4.24
1,1,741,438,0,0,0,4.28
1,1,740,437,0,0,0,4.32
1,1,739,439,0,0,0,4.36
1,1,739,439,0,0,0,4.4
1,1,738,442,0,0,0,4.44
1,1,737,441,0,0,0,4.48
1,1,735,443,0,0,0,4.52
1,1,735,444,0,0,0,4.56
1,1,734,447,0,0,0,4.6
1,1,733,446,0,0,0,4.64
1,1,733,449,0,0,0,4.68
1,1,733,449,0,0,0,4.72
1,1,732,453,0,0,0,4.76
1,1,732,453,0,0,0,4.8
1,1,731,456,0,0,0,4.84
1,1,730,455,0,0,0,4.88
1,1,728,456,0,0,0,4.92
1,1,728,457,0,0,0,4.96
1,1,728,460,0,0,0,5
1,1,727,460,0,0,0,5.04
1,1,726,462,0,0,0,5.08
1,1,725,462,0,0,0,5.12
1,1,722,462,0,0,0,5.16
1,1,722,463,0,0,0,5.2
1,1,722,466,0,0,0,5.24
1,1,722,466,0,0,0,5.28
1,1,720,469,0,0,0,5.32
1,1,719,469,0,0,0,5.36
1,1,718,472,0,0,0,5.4
1,1,718,472,0,0,0,5.44
1,1,717,475,0,0,0,5.48
1,1,716,475,0,0,0,5.52
1,1,715,476,0,0,0,5.56
1,1,715,475,0,0,0,5.6
1,1,714,477,0,0,0,5.64
1,1,714,478,0,0,0,5.68
1,1,713,481,0,0,0,5.72
1,1,714,480,0,0,0,5.76
1,1,712,483,0,0,0,5.8
1,1,713,483,0,0,0,5.84
1,1,710,484,0,0,0,5.88
1,1,710,484,0,0,0,5.92
1,1,709,486,0,0,0,5.96
1,1,709,486,0,0,0,6
1,1,708,488,0,0,0,6.04
1,1,708,488,0,0,0,6.08
1,1,707,490,0,0,0,6.12
1,1,707,491,0,0,0,6.16
1,1,706,493,0,0,0,6.2
1,1,706,493,0,0,0,6.24
1,1,704,495,0,0,0,6.28
1,1,705,496,0,0,0,6.32
1,1,703,497,0,0,0,6.36
1,1,703,497,0,0,0,6.4
1,1,703,500,0,0,0,6.44
1,1,702,499,0,0,0,6.48
1,1,700,501,0,0,0,6.52
1,1,700,501,0,0,0,6.56
1,1,699,504,0,0,0,6.6
1,1,698,504,0,0,0,6.64
1,1,698,506,0,0,0,6.68
1,1,698,507,0,0,0,6.72
1,1,698,510,0,0,0,6.76
1,1,698,510,0,0,0,6.8
1,1,697,512,0,0,0,6.84
1,1,697,512,0,0,0,6.88
1,1,696,515,0,0,0,6.92
1,1,696,515,0,0,0,6.96
1,1,694,517,0,0,0,7
1,1,695,517,0,0,0,7.04
1,1,694,519,0,0,0,7.08
1,1,694,519,0,0,0,7.12
1,1,693,522,0,0,0,7.16
1,1,693,522,0,0,0,7.2
1,1,691,523,0,0,0,7.24
1,1,692,523,0,0,0,7.28
1,1,691,525,0,0,0,7.32
1,1,690,525,0,0,0,7.36
1,1,688,528,0,0,0,7.4
1,1,688,527,0,0,0,7.44
1,1,687,529,0,0,0,7.48
1,1,687,529,0,0,0,7.52
1,1,686,531,0,0,0,7.56
1,1,685,531,0,0,0,7.6
1,1,684,533,0,0,0,7.64
1,1,684,533,0,0,0,7.68
1,1,682,536,0,0,0,7.72
1,1,682,535,0,0,0,7.76
1,1,680,538,0,0,0,7.8
1,1,680,537,0,0,0,7.84
1,1,679,540,0,0,0,7.88
1,1,679,540,0,0,0,7.92
1,1,677,542,0,0,0,7.96
1,1,677,542,0,0,0,8
1,1,676,544,0,0,0,8.04
1,1,676,544,0,0,0,8.08
1,1,674,547,0,0,0,8.12
1,1,675,547,0,0,0,8.16
1,1,674,550,0,0,0,8.2
1,1,673,549,0,0,0,8.24
1,1,671,551,0,0,0,8.28
1,1,671,551,0,0,0,8.32
1,1,670,553,0,0,0,8.36
1,1,670,553,0,0,0,8.4
1,1,668,555,0,0,0,8.44
1,1,669,555,0,0,0,8.48
1,1,667,556,0,0,0,8.52
1,1,667,557,0,0,0,8.56
1,1,666,560,0,0,0,8.6
1,1,666,559,0,0,0,8.64
1,1,665,561,0,0,0,8.68
1,1,665,562,0,0,0,8.72
1,1,664,564,0,0,0,8.76
1,1,663,564,0,0,0,8.8
1,1,662,566,0,0,0,8.84
1,1,662,567,0,0,0,8.88
1,1,660,568,0,0,0,8.92
1,1,661,569,0,0,0,8.96
1,1,660,571,0,0,0,9
1,1,660,570,0,0,0,9.04
1,1,657,574,0,0,0,9.08
1,1,657,574,0,0,0,9.12
1,1,655,576,0,0,0,9.16
1,1,655,575,0,0,0,9.2
1,1,654,577,0,0,0,9.24
1,1,654,577,0,0,0,9.28
1,1,651,579,0,0,0,9.32
1,1,652,579,0,0,0,9.36
1,1,651,582,0,0,0,9.4
1,1,650,582,0,0,0,9.44
1,1,648,585,0,0,0,9.48
1,1,649,584,0,0,0,9.52
1,1,647,586,0,0,0,9.56
1,1,647,586,0,0,0,9.6
1,1,645,589,0,0,0,9.64
1,1,645,589,0,0,0,9.68
1,1,643,590,0,0,0,9.72
1,1,643,590,0,0,0,9.76
1,1,642,593,0,0,0,9.8
1,1,641,593,0,0,0,9.84
1,1,640,595,0,0,0,9.88
1,1,640,595,0,0,0,9.92
1,1,638,598,0,0,0,9.96
1,1,638,597,0,0,0,10
1,1,636,600,0,0,0,10.04
1,1,636,600,0,0,0,10.08
1,1,634,602,0,0,0,10.12
1,1,634,602,0,0,0,10.16
1,1,632,604,0,0,0,10.2
1,1,632,603,0,0,0,10.24
1,1,630,604,0,0,0,10.28
1,1,630,604,0,0,0,10.32
1,1,628,607,0,0,0,10.36
1,1,628,607,0,0,0,10.4
1,1,626,608,0,0,0,10.44
1,1,626,609,0,0,0,10.48
1,1,623,612,0,0,0,10.52
1,1,624,611,0,0,0,10.56
1,1,622,613,0,0,0,10.6
1,1,622,614,0,0,0,10.64
1,1,620,617,0,0,0,10.68
1,1,620,616,0,0,0,10.72
1,1,618,618,0,0,0,10.76
1,1,618,618,0,0,0,10.8
1,1,616,620,0,0,0,10.84
1,1,616,620,0,0,0,10.88
1,1,615,623,0,0,0,10.92
1,1,615,623,0,0,0,10.96
1,1,612,624,0,0,0,11
1,1,613,624,0,0,0,11.04
1,1,611,626,0,0,0,11.08
1,1,611,626,0,0,0,11.12
1,1,609,628,0,0,0,11.16
1,1,610,628,0,0,0,11.2
1,1,609,631,0,0,0,11.24
1,1,609,631,0,0,0,11.28
1,1,607,632,0,0,0,11.32
1,1,607,633,0,0,0,11.36
1,1,606,634,0,0,0,11.4
1,1,606,634,0,0,0,11.44
1,1,604,636,0,0,0,11.48
1,1,604,636,0,0,0,11.52
1,1,603,638,0,0,0,11.56
1,1,603,638,0,0,0,11.6
1,1,601,640,0,0,0,11.64
1,1,601,639,0,0,0,11.68
1,1,600,642,0,0,0,11.72
1,1,600,642,0,0,0,11.76
1,1,597,644,0,0,0,11.8
1,1,597,644,0,0,0,11.84
1,1,595,646,0,0,0,11.88
1,1,595,646,0,0,0,11.92
1,1,594,649,0,0,0,11.96
1,1,594,649,0,0,0,12
1,1,593,652,0,0,0,12.04
1,1,593,651,0,0,0,12.08
1,1,591,653,0,0,0,12.12
1,1,591,653,0,0,0,12.16
1,1,589,654,0,0,0,12.2
1,1,589,654,0,0,0,12.24
1,1,588,657,0,0,0,12.28
1,1,587,657,0,0,0,12.32
1,1,585,658,0,0,0,12.36
