id,gid,x,y,dir_x,dir_y,radius,time
1,1,570.0306893,201.6841444,0,0,0,1.668
1,1,571.5817481,201.8997207,0,0,0,1.6819
1,1,573.1345006,202.1189722,0,0,0,1.6958
1,1,574.6888679,202.341883,0,0,0,1.7097
1,1,576.2447723,202.5684361,0,0,0,1.7236
1,1,577.8021375,202.7986134,0,0,0,1.7375
1,1,579.3609293,203.0325082,0,0,0,1.7514
1,1,580.9212883,203.2707616,0,0,0,1.7653
1,1,582.4828416,203.5125637,0,0,0,1.7792
1,1,584.0455199,203.7578926,0,0,0,1.7931
1,1,585.6092553,204.0067258,0,0,0,1.807
1,1,587.1739813,204.25904,0,0,0,1.8209
1,1,588.7396598,204.5149241,0,0,0,1.8348
1,1,590.3063578,204.7749751,0,0,0,1.8487
1,1,591.8738134,205.0384164,0,0,0,1.8626
1,1,593.4419664,205.3052224,0,0,0,1.8765
1,1,595.010758,205.5753678,0,0,0,1.8904
1,1,596.5801301,205.8488266,0,0,0,1.9043
1,1,598.1500417,206.1256849,0,0,0,1.9182
1,1,599.7204981,206.4064948,0,0,0,1.9321
1,1,601.2913341,206.6905199,0,0,0,1.946
1,1,602.8624979,206.9777326,0,0,0,1.9599
1,1,604.4339388,207.2681052,0,0,0,1.9738
1,1,606.0056071,207.56161,0,0,0,1.9877
1,1,607.577458,207.8583293,0,0,0,2.0016
1,1,609.1494465,208.1587717,0,0,0,2.0155
1,1,610.7214893,208.4622438,0,0,0,2.0294
1,1,612.293542,208.7687178,0,0,0,2.0433
1,1,613.8655609,209.0781661,0,0,0,2.0572
1,1,615.4375033,209.3905609,0,0,0,2.0711
1,1,617.0093211,209.7059824,0,0,0,2.085
1,1,618.5809278,210.0248968,0,0,0,2.0989
1,1,620.1523104,210.3466551,0,0,0,2.1128
1,1,621.7234309,210.6712292,0,0,0,2.1267
1,1,623.2942522,210.9985914,0,0,0,2.1406
1,1,624.8647381,211.3287142,0,0,0,2.1545
1,1,626.4348366,211.6616745,0,0,0,2.1684
1,1,628.0044288,211.9978969,0,0,0,2.1823
1,1,629.5735605,212.3367752,0,0,0,2.1962
1,1,631.1422001,212.6782809,0,0,0,2.2101
1,1,632.7103166,213.0223853,0,0,0,2.224
1,1,634.2778796,213.3690599,0,0,0,2.2379
1,1,635.8448345,213.7183775,0,0,0,2.2518
1,1,637.4110365,214.0707213,0,0,0,2.2657
1,1,638.9765817,214.42553,0,0,0,2.2796
1,1,640.5414438,214.7827746,0,0,0,2.2935
1,1,642.1055974,215.1424259,0,0,0,2.3074
1,1,643.669018,215.5044549,0,0,0,2.3213
1,1,645.2316485,215.8689291,0,0,0,2.3352
1,1,646.7933258,216.2361927,0,0,0,2.3491
1,1,648.3541865,216.6057262,0,0,0,2.363
1,1,649.91421,216.9775002,0,0,0,2.3769
1,1,651.4733761,217.3514852,0,0,0,2.3908
1,1,653.0316655,217.7276513,0,0,0,2.4047
1,1,654.5890195,218.1060597,0,0,0,2.4186
1,1,656.1452634,218.4870114,0,0,0,2.4325
1,1,657.7005665,218.8700301,0,0,0,2.4464
1,1,659.2549131,219.2550837,0,0,0,2.4603
1,1,660.8082883,219.6421398,0,0,0,2.4742
1,1,662.360678,220.0311657,0,0,0,2.4881
1,1,663.9120226,220.4222133,0,0,0,2.502
1,1,665.4621414,220.8155394,0,0,0,2.5159
1,1,667.0112282,221.2107125,0,0,0,2.5298
1,1,668.5592721,221.6076985,0,0,0,2.5437
1,1,670.1062627,222.0064634,0,0,0,2.5576
1,1,671.6521899,222.4069724,0,0,0,2.5715
1,1,673.1969941,222.8092675,0,0,0,2.5854
1,1,674.7404925,223.2135604,0,0,0,2.5993
1,1,676.2828965,223.6194677,0,0,0,2.6132
1,1,677.8241987,224.0269538,0,0,0,2.6271
1,1,679.3643923,224.4359828,0,0,0,2.641
1,1,680.9034713,224.8465182,0,0,0,2.6549
1,1,682.4413756,225.2585909,0,0,0,2.6688
1,1,683.9779239,225.6723684,0,0,0,2.6827
1,1,685.5133389,226.0875164,0,0,0,2.6966
1,1,687.0476166,226.5039978,0,0,0,2.7105
1,1,688.5807536,226.9217753,0,0,0,2.7244
1,1,690.1127467,227.3408114,0,0,0,2.7383
1,1,691.6435364,227.7611266,0,0,0,2.7522
1,1,693.1729454,228.1828451,0,0,0,2.7661
1,1,694.7012026,228.6056847,0,0,0,2.78
1,1,696.2283069,229.0296074,0,0,0,2.7939
1,1,697.7542573,229.4545755,0,0,0,2.8078
1,1,699.2790535,229.8805509,0,0,0,2.8217
1,1,700.8026364,230.3075427,0,0,0,2.8356
1,1,702.3248354,230.7356348,0,0,0,2.8495
1,1,703.8458815,231.1645967,0,0,0,2.8634
1,1,705.365776,231.5943923,0,0,0,2.8773
1,1,706.8845202,232.0249852,0,0,0,2.8912
1,1,708.402116,232.4563389,0,0,0,2.9051
1,1,709.9185056,232.8884527,0,0,0,2.919
1,1,711.4335257,233.3213746,0,0,0,2.9329
1,1,712.9474062,233.7549272,0,0,0,2.9468
1,1,714.4601499,234.1890762,0,0,0,2.9607
1,1,715.9717599,234.6237878,0,0,0,2.9746
1,1,717.4822395,235.0590285,0,0,0,2.9885
1,1,718.9915315,235.4947899,0,0,0,3.0024
1,1,720.4994817,235.9310904,0,0,0,3.0163
1,1,722.0063154,236.3678003,0,0,0,3.0302
1,1,723.512037,236.8048876,0,0,0,3.0441
1,1,725.0166509,237.2423206,0,0,0,3.058
1,1,726.5201618,237.6800676,0,0,0,3.0719
1,1,728.0225142,238.1181096,0,0,0,3.0858
1,1,729.523563,238.5564354,0,0,0,3.0997
1,1,731.0235276,238.9949594,0,0,0,3.1136
1,1,732.5224134,239.4336507,0,0,0,3.1275
1,1,734.0202259,239.8724789,0,0,0,3.1414
1,1,735.5169707,240.3114135,0,0,0,3.1553
1,1,737.0125934,240.7504258,0,0,0,3.1692
1,1,738.5069583,241.1894794,0,0,0,3.1831
1,1,740.0002768,241.6285311,0,0,0,3.197
1,1,741.4925549,242.0675526,0,0,0,3.2109
1,1,742.9837988,242.5065162,0,0,0,3.2248
1,1,744.4740148,242.9453942,0,0,0,3.2387
1,1,745.96315,243.3841509,0,0,0,3.2526
1,1,747.4510783,243.822729,0,0,0,3.2665
1,1,748.9380023,244.2611248,0,0,0,3.2804
1,1,750.4239284,244.6993134,0,0,0,3.2943
1,1,751.9088634,245.13727,0,0,0,3.3082
1,1,753.3928139,245.5749697,0,0,0,3.3221
1,1,754.8757288,246.0123688,0,0,0,3.336
1,1,756.3574918,246.4493919,0,0,0,3.3499
1,1,757.8382958,246.8860691,0,0,0,3.3638
1,1,759.3181484,247.3223763,0,0,0,3.3777
1,1,760.7970568,247.7582893,0,0,0,3.3916
1,1,762.2750285,248.1937838,0,0,0,3.4055
1,1,763.7520149,248.6288062,0,0,0,3.4194
1,1,765.2279101,249.0632608,0,0,0,3.4333
1,1,766.7028977,249.4972072,0,0,0,3.4472
1,1,768.1769857,249.9306208,0,0,0,3.4611
1,1,769.6501826,250.3634768,0,0,0,3.475
1,1,771.1224968,250.7957505,0,0,0,3.4889
1,1,772.5938825,251.2273768,0,0,0,3.5028
1,1,774.064245,251.6582403,0,0,0,3.5167
1,1,775.5337571,252.0884284,0,0,0,3.5306
1,1,777.0024277,252.5179159,0,0,0,3.5445
1,1,778.4702663,252.9466765,0,0,0,3.5584
1,1,779.9372821,253.3746837,0,0,0,3.5723
1,1,781.4034331,253.8018586,0,0,0,3.5862
1,1,782.8686355,254.2280648,0,0,0,3.6001
1,1,784.3330502,254.6534207,0,0,0,3.614
1,1,785.7966871,255.077899,0,0,0,3.6279
1,1,787.259556,255.5014722,0,0,0,3.6418
1,1,788.7216671,255.9241127,0,0,0,3.6557
1,1,790.182982,256.345726,0,0,0,3.6696
1,1,791.6434287,256.7661532,0,0,0,3.6835
1,1,793.1031553,257.1855424,0,0,0,3.6974
1,1,794.5621722,257.6038646,0,0,0,3.7113
1,1,796.0204902,258.0210908,0,0,0,3.7252
1,1,797.4781196,258.4371917,0,0,0,3.7391
1,1,798.9350267,258.8520576,0,0,0,3.753
1,1,800.3911498,259.2655085,0,0,0,3.7669
1,1,801.8466237,259.6777266,0,0,0,3.7808
1,1,803.3014591,260.0886829,0,0,0,3.7947
1,1,804.7556667,260.4983482,0,0,0,3.8086
1,1,806.2092573,260.9066933,0,0,0,3.8225
1,1,807.6622008,261.3135934,0,0,0,3.8364
1,1,809.1144459,261.7188517,0,0,0,3.8503
1,1,810.5661131,262.1226845,0,0,0,3.8642
1,1,812.0172131,262.5250643,0,0,0,3.8781
1,1,813.4677561,262.9259636,0,0,0,3.892
1,1,814.9177525,263.3253554,0,0,0,3.9059
1,1,816.367176,263.7231025,0,0,0,3.9198
1,1,817.8159835,264.1189982,0,0,0,3.9337
1,1,819.2642815,264.5132951,0,0,0,3.9476
1,1,820.7120796,264.9059703,0,0,0,3.9615
1,1,822.1593872,265.2970022,0,0,0,3.9754
1,1,823.6062138,265.6863699,0,0,0,3.9893
1,1,825.0525355,266.0739304,0,0,0,4.0032
1,1,826.4983162,266.4594754,0,0,0,4.0171
1,1,827.9436485,266.8432886,0,0,0,4.031
1,1,829.3885407,267.2253544,0,0,0,4.0449
1,1,830.833001,267.605658,0,0,0,4.0588
1,1,832.2770373,267.9841854,0,0,0,4.0727
1,1,833.7206276,268.3607913,0,0,0,4.0866
1,1,835.1637403,268.7352723,0,0,0,4.1005
1,1,836.6064562,269.1079359,0,0,0,4.1144
1,1,838.048782,269.4787736,0,0,0,4.1283
1,1,839.4907244,269.8477779,0,0,0,4.1422
1,1,840.9322899,270.2149419,0,0,0,4.1561
1,1,842.3734573,270.5801204,0,0,0,4.17
1,1,843.814199,270.9431207,0,0,0,4.1839
1,1,845.2545854,271.3042631,0,0,0,4.1978
1,1,846.6946219,271.6635455,0,0,0,4.2117
1,1,848.1343139,272.0209662,0,0,0,4.2256
1,1,849.5736661,272.3765245,0,0,0,4.2395
1,1,851.0126584,272.7300785,0,0,0,4.2534
1,1,852.4512651,273.0814497,0,0,0,4.2673
1,1,853.8895488,273.4309648,0,0,0,4.2812
1,1,855.3275134,273.7786274,0,0,0,4.2951
1,1,856.7651629,274.124442,0,0,0,4.309
1,1,858.2025009,274.4684133,0,0,0,4.3229
1,1,859.6395074,274.8104037,0,0,0,4.3368
1,1,861.0761583,275.1502496,0,0,0,4.3507
1,1,862.5125095,275.4882753,0,0,0,4.3646
1,1,863.9485637,275.8244882,0,0,0,4.3785
1,1,865.3843238,276.1588963,0,0,0,4.3924
1,1,866.8197921,276.4915086,0,0,0,4.4063
1,1,868.2549484,276.8221933,0,0,0,4.4202
1,1,869.6897694,277.1508029,0,0,0,4.4341
1,1,871.1243065,277.4776528,0,0,0,4.448
1,1,872.5585617,277.8027537,0,0,0,4.4619
1,1,873.9925366,278.1261164,0,0,0,4.4758
1,1,875.4262329,278.4477519,0,0,0,4.4897
1,1,876.8596299,278.7675334,0,0,0,4.5036
1,1,878.2927056,279.0853261,0,0,0,4.5175
1,1,879.7255081,279.4014315,0,0,0,4.5314
1,1,881.1580387,279.7158598,0,0,0,4.5453
1,1,882.5902987,280.0286216,0,0,0,4.5592
1,1,884.0222893,280.3397267,0,0,0,4.5731
1,1,885.4539895,280.64905,0,0,0,4.587
1,1,886.8853781,280.9564646,0,0,0,4.6009
1,1,888.316501,281.2622551,0,0,0,4.6148
1,1,889.7473592,281.5664296,0,0,0,4.6287
1,1,891.1779536,281.8689958,0,0,0,4.6426
1,1,892.6082849,282.1699613,0,0,0,4.6565
1,1,894.0383323,282.4691997,0,0,0,4.6704
1,1,895.4680753,282.7665894,0,0,0,4.6843
1,1,896.8975585,283.0624004,0,0,0,4.6982
1,1,898.3267826,283.3566381,0,0,0,4.7121
1,1,899.7557486,283.6493068,0,0,0,4.726
1,1,901.1844573,283.94041,0,0,0,4.7399
1,1,902.6128879,284.2298182,0,0,0,4.7538
1,1,904.0410213,284.5174123,0,0,0,4.7677
1,1,905.4689004,284.803452,0,0,0,4.7816
1,1,906.896526,285.0879391,0,0,0,4.7955
1,1,908.3238989,285.3708748,0,0,0,4.8094
1,1,909.7510196,285.6522603,0,0,0,4.8233
1,1,911.1778671,285.9319611,0,0,0,4.8372
1,1,912.6044232,286.209859,0,0,0,4.8511
1,1,914.0307294,286.4862065,0,0,0,4.865
1,1,915.4567864,286.7610025,0,0,0,4.8789
1,1,916.8825947,287.034246,0,0,0,4.8928
1,1,918.3081547,287.3059356,0,0,0,4.9067
1,1,919.733445,287.5759338,0,0,0,4.9206
1,1,921.1584478,287.8441249,0,0,0,4.9345
1,1,922.5832034,288.1107605,0,0,0,4.9484
1,1,924.007712,288.3758408,0,0,0,4.9623
1,1,925.4319737,288.6393663,0,0,0,4.9762
1,1,926.8559885,288.9013379,0,0,0,4.9901
1,1,928.2797341,289.1616168,0,0,0,5.004
1,1,929.7031929,289.4200977,0,0,0,5.0179
1,1,931.1264042,289.6770323,0,0,0,5.0318
1,1,932.5493681,289.9324238,0,0,0,5.0457
1,1,933.9720841,290.1862762,0,0,0,5.0596
1,1,935.3945518,290.4385943,0,0,0,5.0735
1,1,936.8167477,290.6892449,0,0,0,5.0874
1,1,938.2386539,290.938136,0,0,0,5.1013
1,1,939.6603091,291.1855186,0,0,0,5.1152
1,1,941.0817121,291.4314017,0,0,0,5.1291
1,1,942.5028619,291.6757946,0,0,0,5.143
1,1,943.9237572,291.9187079,0,0,0,5.1569
1,1,945.3443726,292.1600182,0,0,0,5.1708
1,1,946.7646892,292.3996498,0,0,0,5.1847
1,1,948.1847456,292.6378472,0,0,0,5.1986
1,1,949.6045401,292.874624,0,0,0,5.2125
1,1,951.0240711,293.1099946,0,0,0,5.2264
1,1,952.4433364,293.3439744,0,0,0,5.2403
1,1,953.8623088,293.5764519,0,0,0,5.2542
1,1,955.2809688,293.8073677,0,0,0,5.2681
1,1,956.699356,294.0369533,0,0,0,5.282
1,1,958.1174684,294.2652262,0,0,0,5.2959
1,1,959.5353039,294.4922048,0,0,0,5.3098
1,1,960.9528602,294.7179076,0,0,0,5.3237
1,1,962.3701077,294.9422355,0,0,0,5.3376
1,1,963.7870268,295.1651448,0,0,0,5.3515
1,1,965.2036585,295.3868486,0,0,0,5.3654
1,1,966.6200007,295.6073669,0,0,0,5.3793
1,1,968.036051,295.8267198,0,0,0,5.3932
1,1,969.4518073,296.0449279,0,0,0,5.4071
1,1,970.867238,296.2619064,0,0,0,5.421
1,1,972.2823229,296.4776261,0,0,0,5.4349
1,1,973.6971054,296.6922801,0,0,0,5.4488
1,1,975.111583,296.90589,0,0,0,5.4627
1,1,976.5257535,297.1184777,0,0,0,5.4766
1,1,977.9396147,297.3300653,0,0,0,5.4905
1,1,979.3531329,297.540582,0,0,0,5.5044
1,1,980.7662885,297.7500111,0,0,0,5.5183
1,1,982.1791263,297.9585233,0,0,0,5.5322
1,1,983.5916439,298.1661413,0,0,0,5.5461
1,1,985.0038393,298.3728881,0,0,0,5.56
1,1,986.4157101,298.5787865,0,0,0,5.5739
1,1,987.8272212,298.7837792,0,0,0,5.5878
1,1,989.2383534,298.9878584,0,0,0,5.6017
1,1,990.6491538,299.191169,0,0,0,5.6156
1,1,992.0596207,299.3937321,0,0,0,5.6295
1,1,993.4697523,299.5955687,0,0,0,5.6434
1,1,994.879547,299.7966996,0,0,0,5.6573
1,1,996.2889683,299.9970778,0,0,0,5.6712
1,1,997.6979988,300.1967003,0,0,0,5.6851
1,1,999.1066872,300.3956862,0,0,0,5.699
1,1,1000.515033,300.5940525,0,0,0,5.7129
1,1,1001.923034,300.7918162,0,0,0,5.7268
1,1,1003.33069,300.9889935,0,0,0,5.7407
1,1,1004.737965,301.1855433,0,0,0,5.7546
1,1,1006.144841,301.3814633,0,0,0,5.7685
1,1,1007.551371,301.5768499,0,0,0,5.7824
1,1,1008.957551,301.7717162,0,0,0,5.7963
1,1,1010.363384,301.9660745,0,0,0,5.8102
1,1,1011.768868,302.1599365,0,0,0,5.8241
1,1,1013.173966,302.3532638,0,0,0,5.838
1,1,1014.578663,302.5460527,0,0,0,5.8519
1,1,1015.983012,302.7383831,0,0,0,5.8658
1,1,1017.387011,302.9302638,0,0,0,5.8797
1,1,1018.790661,303.1217033,0,0,0,5.8936
1,1,1020.193961,303.3127092,0,0,0,5.9075
1,1,1021.596875,303.5032447,0,0,0,5.9214
1,1,1022.99939,303.6933039,0,0,0,5.9353
1,1,1024.401555,303.8829542,0,0,0,5.9492
1,1,1025.803372,304.0722011,0,0,0,5.9631
1,1,1027.204839,304.2610503,0,0,0,5.977
1,1,1028.605958,304.4495069,0,0,0,5.9909
1,1,1030.006691,304.6375347,0,0,0,6.0048
1,1,1031.407026,304.8251281,0,0,0,6.0187
1,1,1032.807014,305.0123465,0,0,0,6.0326
1,1,1034.206653,305.1991946,0,0,0,6.0465
1,1,1035.605945,305.3856772,0,0,0,6.0604
1,1,1037.004889,305.5717997,0,0,0,6.0743
1,1,1038.403447,305.7575294,0,0,0,6.0882
1,1,1039.801609,305.9428633,0,0,0,6.1021
1,1,1041.199423,306.1278572,0,0,0,6.116
1,1,1042.596889,306.3125174,0,0,0,6.1299
1,1,1043.994007,306.49685,0,0,0,6.1438
1,1,1045.390777,306.6808614,0,0,0,6.1577
1,1,1046.787161,306.8645249,0,0,0,6.1716
1,1,1048.183147,307.0478427,0,0,0,6.1855
1,1,1049.578785,307.2308661,0,0,0,6.1994
1,1,1050.974074,307.4136034,0,0,0,6.2133
1,1,1052.369013,307.5960631,0,0,0,6.2272
1,1,1053.763603,307.7782539,0,0,0,6.2411
1,1,1055.157804,307.9601564,0,0,0,6.255
1,1,1056.551607,308.1417766,0,0,0,6.2689
1,1,1057.945059,308.3231598,0,0,0,6.2828
1,1,1059.338161,308.5043143,0,0,0,6.2967
1,1,1060.730913,308.685249,0,0,0,6.3106
1,1,1062.123315,308.8659727,0,0,0,6.3245
1,1,1063.515327,309.0464731,0,0,0,6.3384
1,1,1064.906941,309.2267593,0,0,0,6.3523
1,1,1066.298205,309.4068672,0,0,0,6.3662
1,1,1067.689119,309.5868058,0,0,0,6.3801
1,1,1069.079684,309.7665842,0,0,0,6.394
1,1,1070.469899,309.9462117,0,0,0,6.4079
1,1,1071.859726,310.1256828,0,0,0,6.4218
1,1,1073.249158,310.3050086,0,0,0,6.4357
1,1,1074.638241,310.4842173,0,0,0,6.4496
1,1,1076.026978,310.6633175,0,0,0,6.4635
1,1,1077.415368,310.8423182,0,0,0,6.4774
1,1,1078.803413,311.0212283,0,0,0,6.4913
1,1,1080.191072,311.2000491,0,0,0,6.5052
1,1,1081.57834,311.378793,0,0,0,6.5191
1,1,1082.965266,311.5574791,0,0,0,6.533
1,1,1084.351849,311.7361168,0,0,0,6.5469
1,1,1085.73809,311.9147151,0,0,0,6.5608
1,1,1087.123991,312.0932828,0,0,0,6.5747
1,1,1088.509512,312.2718268,0,0,0,6.5886
1,1,1089.89465,312.4503601,0,0,0,6.6025
1,1,1091.279451,312.6288934,0,0,0,6.6164
1,1,1092.663917,312.8074344,0,0,0,6.6303
1,1,1094.048049,312.9859902,0,0,0,6.6442
1,1,1095.431848,313.1645674,0,0,0,6.6581
1,1,1096.815276,313.3431769,0,0,0,6.672
1,1,1098.198334,313.521827,0,0,0,6.6859
1,1,1099.581066,313.7005181,0,0,0,6.6998
1,1,1100.963474,313.8792541,0,0,0,6.7137
1,1,1102.345562,314.0580387,0,0,0,6.7276
1,1,1103.727331,314.2368752,0,0,0,6.7415
1,1,1105.108748,314.415773,0,0,0,6.7554
1,1,1106.489813,314.5947349,0,0,0,6.7693
1,1,1107.87057,314.7737555,0,0,0,6.7832
1,1,1109.251024,314.9528352,0,0,0,6.7971
1,1,1110.631178,315.1319738,0,0,0,6.811
1,1,1112.011035,315.31117,0,0,0,6.8249
1,1,1113.390564,315.4904293,0,0,0,6.8388
1,1,1114.76977,315.6697477,0,0,0,6.8527
1,1,1116.148696,315.8491155,0,0,0,6.8666
1,1,1117.527344,316.0285291,0,0,0,6.8805
1,1,1118.905721,316.2079848,0,0,0,6.8944
1,1,1120.283831,316.3874781,0,0,0,6.9083
1,1,1121.661648,316.5670072,0,0,0,6.9222
1,1,1123.039178,316.746563,0,0,0,6.9361
1,1,1124.416462,316.9261349,0,0,0,6.95
1,1,1125.793503,317.1057158,0,0,0,6.9639
1,1,1127.170309,317.2852982,0,0,0,6.9778
1,1,1128.546884,317.4648745,0,0,0,6.9917
1,1,1129.923209,317.6444331,0,0,0,7.0056
1,1,1131.299292,317.8239619,0,0,0,7.0195
1,1,1132.675167,318.0034542,0,0,0,7.0334
1,1,1134.050841,318.1829014,0,0,0,7.0473
1,1,1135.42632,318.3622949,0,0,0,7.0612
1,1,1136.801609,318.541626,0,0,0,7.0751
1,1,1138.176694,318.7208767,0,0,0,7.089
1,1,1139.551585,318.9000352,0,0,0,7.1029
1,1,1140.926309,319.0791031,0,0,0,7.1168
1,1,1142.300873,319.2580729,0,0,0,7.1307
1,1,1143.675283,319.4369377,0,0,0,7.1446
1,1,1145.049546,319.6156909,0,0,0,7.1585
1,1,1146.423651,319.7943097,0,0,0,7.1724
1,1,1147.797607,319.972787,0,0,0,7.1863
1,1,1149.171438,320.151133,0,0,0,7.2002
1,1,1150.545149,320.3293432,0,0,0,7.2141
1,1,1151.918747,320.5074139,0,0,0,7.228
